	cluster	GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_HISTONE_MONOUBIQUITINATION	GOBP_UBIQUITIN_RECYCLING	GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	GOBP_HISTONE_UBIQUITINATION	GOBP_HISTONE_UBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	GOBP_HISTONE_H2A_UBIQUITINATION	GOBP_HISTONE_H2B_UBIQUITINATION	GOBP_HISTONE_H2A_MONOUBIQUITINATION	GOBP_PROTEIN_K29_LINKED_UBIQUITINATION	GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_PROTEIN_AUTOUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ENDOCYTOSIS	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_H2B_UBIQUITINATION	GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY	GOMF_UBIQUITIN_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	GOMF_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY	GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
C34	COVID_19	-0.106019362	-0.404717192	-0.724458204	0.210288164	0.210288164	-0.679582329	-0.679582329	-0.212403217	0.766760969	0.031152648	-0.042626675	-0.611111111	0.133008425	-0.333333333	-0.801242236	-0.333333333	-0.724458204	0.598363911	-0.325446806	-0.75308642	-0.622291022	0.519251337	-0.25220259	-0.546583851	0.691358025	-0.008059609	-0.666666667	0.171786326	-0.62962963	-0.369685479	-0.273043046	-0.331329992	-0.369685479	0.473376865	0.716049383	0.765432099	0.653991597	0.653991597	0.653991597	-0.222427122	0.691358025	-0.60371517	-0.042626675	-0.333333333	-0.060536342	-0.496812081	-0.737884298	0.144200627	-0.962962963	-0.246107487	-0.155800897	-0.137418228	-0.191358025	-0.814814815	0.255986358	-0.457691955	-0.261751725	-0.429623409	-0.041574671	-0.554179567	0.434061406	0.011550304	0.183126935	-0.011236736	0.017164751	0.440956366	-0.604938272	-0.790123457	-0.296370562	0.054226257	-0.554179567	-0.604938272	-0.790123457	0.765432099	-0.37037037
C35	COVID_19	0.169975186	0.355609302	0.222600619	0.516040354	0.516040354	0.214816836	0.214816836	0.450673601	0.619195046	-0.037383178	0.133790949	0.839506173	-0.087902246	-0.598765432	0.45824981	-0.598765432	0.222600619	0.66031668	0.719363654	0.265432099	0.411850028	0.381840232	0.193192618	0.673913043	-0.919753086	0.136613063	0.962962963	0.200181392	0.666666667	-0.097772151	0.351117902	0.446642452	-0.097772151	0.483670416	0.938271605	-0.290123457	1.05E-15	1.05E-15	1.05E-15	0.08795373	-0.919753086	0.718266254	0.133790949	-0.598765432	0.336995755	0.7375	0.270085818	-0.274543075	0.765432099	0.138140218	-0.192597252	0.209949156	0.25308642	-0.50617284	-0.823529412	0.258550229	0.386618072	-0.092432815	0.096301916	-0.2438173	-0.346024735	0.471687946	0.33146518	0.453617431	0.377849031	-0.003144654	0.648148148	0.759259259	0.448582988	-0.088074603	-0.2438173	0.648148148	0.759259259	-0.290123457	0.740740741
C36	COVID_19	-0.143509706	0.093346253	-0.276549448	0.623910675	0.623910675	-0.322597795	-0.322597795	-0.525157233	-0.046439628	-0.415796523	0.073367381	0.419753086	-0.03385501	-0.580246914	-0.257331388	-0.580246914	-0.276549448	0.585719076	0.463946288	-0.432098765	-0.20831853	0.846294572	0.489096573	0.48757764	0.512345679	0.117465237	0.043209877	0.087625482	0.543209877	0.261736962	-0.014806604	0.166276856	0.261736962	0.564102167	0.314814815	0.012345679	-0.776581665	-0.776581665	-0.776581665	0.583850932	0.512345679	0.640866873	0.073367381	-0.580246914	-0.344364937	0.187213428	-0.323851435	-0.456155215	0.172839506	-0.321849372	-0.345430065	-0.488256806	-0.512345679	-0.765432099	-0.552007875	-0.602924673	-0.465208196	0.609983828	0.039980793	0.109103358	0.236637473	-0.007621538	-0.502321981	0.287349462	0.021802493	0.034591195	0.62962963	-0.462962963	-0.043027771	0.096137098	0.109103358	0.62962963	-0.462962963	0.012345679	-0.975308642
C37	COVID_19	-0.26221299	-0.291500256	-0.341571474	-0.292794005	-0.292794005	-0.608949085	-0.608949085	-0.561824898	0.247678019	-0.190031153	-0.007193276	-0.425925926	0.065522441	-0.685185185	-0.561998251	-0.685185185	-0.341571474	0.02173913	-0.083591331	-0.111111111	-0.585139319	-0.238390093	-0.335600838	-0.779855125	0.654320988	-0.388212729	-0.765432099	-0.294349231	0.259259259	0.003327787	-0.401872584	-0.479268806	0.003327787	-0.204968944	0.432098765	-0.388888889	0.172114392	0.172114392	0.172114392	0.384202828	0.654320988	0.120743034	-0.007193276	-0.685185185	-0.254823962	-0.034375	-0.651090343	0.163009404	-0.796296296	-0.248383848	-0.271166494	-0.059258999	-0.209876543	-0.635802469	0.225723311	-0.501557632	-0.55235858	0.334032931	-0.077466419	-0.161902027	-0.474810278	-0.428809169	-0.099349361	-0.516097922	-0.096196513	-0.563392758	0.203703704	-0.833333333	-0.367143935	-0.008701867	-0.161902027	0.203703704	-0.833333333	-0.388888889	-0.808641975
C38	COVID_19	-0.12167579	-0.418262519	-0.72090936	0.485282024	0.485282024	-0.79353314	-0.79353314	0.12450885	0.325077399	-0.684879867	0.669633153	-0.030864198	0.677029407	-0.932098765	-0.682427864	-0.932098765	-0.72090936	0.360248447	-0.728229821	-0.018518519	-0.960675519	0.401378635	0.596295611	0.695327406	0.450617284	0.147834614	0.030864198	-0.430421769	0.234567901	0.180272109	-0.112232176	0.178119932	0.180272109	0.360248447	0.179012346	0.12962963	0.862639618	0.862639618	0.862639618	0.602484472	0.450617284	0.702786378	0.669633153	-0.932098765	-0.027105477	0.65821256	0.251279232	-0.656972019	0.055555556	-0.132801229	0.539499526	0.127665692	-0.654320988	-0.925925926	0.684949339	-0.750778816	-0.540660269	0.234375	-0.047551667	-0.361625277	0.104892038	0.208907774	-0.395179124	0.162260383	0.381338127	-0.049920182	0.74691358	-0.549382716	0.063033533	0.079795541	-0.361625277	0.74691358	-0.549382716	0.12962963	-0.907407407
C39	COVID_19	0.035033515	0.276123956	0.213942946	0.659402342	0.659402342	0.130841121	0.130841121	-0.04750957	-0.089783282	-0.177570093	0.201132075	-0.543209877	0.347021944	-0.290123457	0.210251763	-0.290123457	0.213942946	0.432061682	-0.129809819	0.277777778	0.442987616	0.624405683	0.670332884	0.813570487	-0.487654321	0.085687981	0.549382716	0.119964935	-0.302469136	-0.092587274	0.339010322	0.722151528	-0.092587274	0.492833254	-0.314814815	-0.438271605	0.009287926	0.009287926	0.009287926	0.779777937	-0.487654321	0.978328173	0.201132075	-0.290123457	0.258032962	0.791310409	0.704233696	-0.198978289	-3.33E-15	0.412841284	0.630349976	0.301211169	0.271604938	0.561728395	0.557275542	0.113036792	-0.464814376	-0.070132001	0.118727409	-0.191950464	0.125761421	0.017219411	-0.485170279	-0.070629073	0.268330803	-0.123676031	0.969135802	-0.395061728	0.346547084	0.092384665	-0.191950464	0.969135802	-0.395061728	-0.438271605	-0.574074074
C4	COVID_19	-0.06729956	-0.560497019	-0.193736604	-0.801857585	-0.801857585	-0.181684908	-0.181684908	-0.539025894	0.521337127	0.185483582	-0.175169352	-0.086419753	-0.180203287	0.277777778	-0.424181902	0.277777778	-0.193736604	-0.55130605	0.433436533	0.179012346	-0.291021672	-0.687306502	-0.267271974	-0.729029045	0.882716049	-0.583445045	-0.351851852	0.131668584	-0.012345679	-0.510846389	-0.268171228	-0.449210632	-0.510846389	-0.393535404	0.209876543	-0.679012346	-0.814241486	-0.814241486	-0.814241486	-0.300654692	0.882716049	-0.876160991	-0.175169352	0.277777778	-0.200188877	-0.617105121	-0.334056802	0.317875802	-0.635802469	-0.190440665	-0.458036153	-0.084026296	0.401234568	-0.234567901	-0.795665635	0.541592995	-0.097287628	0.348945164	-0.169452484	-0.018575851	0.421100183	0.05867158	-0.454650016	-0.083844745	-0.343697274	0.540386128	-0.827160494	-0.814814815	-0.285296249	-0.143364635	-0.018575851	-0.827160494	-0.814814815	-0.679012346	-0.604938272
C40	COVID_19	0.201471512	-0.107234825	-0.153683778	0.442713928	0.442713928	-0.517591443	-0.517591443	-0.064146302	0.73374613	-0.245034268	0.358508834	-0.216049383	0.384100843	-0.882716049	-0.150128768	-0.882716049	-0.153683778	0.771567671	0.647058824	-0.185185185	-0.089783282	0.639998926	0.382099209	0.600945086	-0.62345679	0.187480371	0.222222222	0.34136751	0.339506173	-0.126473134	0.270726864	0.377988898	-0.126473134	0.537415711	0.913580247	-0.222222222	0.434867891	0.434867891	0.434867891	0.452395934	-0.62345679	0.755417957	0.358508834	-0.882716049	-0.081031659	0.56843282	-0.345198465	-0.32630634	-0.00617284	-0.123067285	-0.119692547	-0.025185881	-0.148148148	-0.543209877	-0.313066674	-0.289719626	-0.179178446	0.698032995	0.207707216	-0.274979787	0.53167735	0.216980924	0.195145116	0.168386268	0.42735527	0.400548797	0.820987654	-0.944444444	0.320962603	0.142492364	-0.274979787	0.820987654	-0.944444444	-0.222222222	-0.586419753
C41	COVID_19	0.241208501	0.146031746	-0.210526316	0.099071207	0.099071207	-0.548240403	-0.548240403	0.294356827	0.043343653	-0.240583404	0.411626625	0.37037037	0.499443073	-0.919753086	-0.062111801	-0.919753086	-0.210526316	-0.061877417	-0.557275542	-0.944444444	0.53869969	-0.064725232	-0.00953086	-0.009583861	0.037037037	0.458578009	0.765432099	0.363687382	-0.172839506	0.136225151	0.149929339	0.320317231	0.136225151	-0.274645199	-0.067901235	-0.098765432	0.282886137	0.282886137	0.282886137	0.491535745	0.037037037	0.529411765	0.411626625	-0.919753086	0.113724472	0.537789146	0.14953271	-0.245433499	0.12345679	0.158974168	0.227227414	0.326397461	-0.37037037	-0.24691358	0.552044022	-0.404984424	-0.486416748	-0.015820069	0.168167955	0.040247678	-0.188021383	-0.013354366	0.055727554	0.101701333	0.313773821	-0.326163334	0.759259259	0.407407407	0.093927851	0.267844852	0.040247678	0.759259259	0.407407407	-0.098765432	-0.814814815
C42	COVID_19	0.112651653	0.281188788	-0.084306984	0.683480471	0.683480471	0.149475773	0.149475773	-0.022602032	0.402255639	0.380062305	-0.197504565	0.308641975	-0.217085979	-0.444444444	0.297997069	-0.444444444	-0.084306984	0.656746223	0.526782643	-0.475308642	-0.086687307	0.658403853	0.85016087	0.952358826	-0.240740741	0.106479817	0.228395062	0.03917538	0.580246914	0.720496894	0.439859641	0.611029245	0.720496894	0.585230137	-3.33E-15	-0.425925926	0.123361957	0.123361957	0.123361957	0.87337207	-0.240740741	0.981424149	-0.197504565	-0.444444444	0.160989904	0.496879442	-0.279990133	0.026202418	0.691358025	0.089997653	-0.010422448	-0.293734329	0.098765432	-0.648148148	-0.283016034	-0.413242166	0.045507929	0.690628025	0.149079873	-0.354234432	0.275990099	0.120708934	-0.454963008	0.151638124	0.410795526	0.179245283	0.969135802	0.49382716	0.586502349	-0.076870039	-0.354234432	0.969135802	0.49382716	-0.425925926	0.061728395
C43	COVID_19	0.041190338	-0.247760771	-0.817337461	0.940973297	0.940973297	-0.463418433	-0.463418433	0.03401771	-0.052631579	-0.651904331	0.329669864	-0.148148148	0.373924735	-0.419753086	-0.584653398	-0.419753086	-0.817337461	0.332791846	-0.459045052	-0.932098765	0.278637771	0.457275542	-0.062661051	0.149583826	-0.716049383	0.250234838	0.419753086	-0.043379749	-0.740740741	0.252173913	0.045442118	0.27908283	0.252173913	0.227836114	-0.080246914	-0.024691358	0.877595459	0.877595459	0.877595459	0.250832088	-0.716049383	0.73993808	0.329669864	-0.419753086	0.06870682	0.775478068	0.588871582	-0.624546442	0.487654321	0.039944141	0.683283137	0.265680993	-0.820987654	-0.888888889	0.455108359	-0.753894081	-0.454053713	-0.008508373	0.166120352	-0.80495356	-0.136657132	-0.356830408	-0.619549613	-0.350154568	0.311053095	-0.297202644	0.512345679	0.141975309	0.110768878	0.36378991	-0.80495356	0.512345679	0.141975309	-0.024691358	-0.703703704
C44	COVID_19	0.0086864	-0.310229905	-0.444634901	-0.061919505	-0.061919505	-0.062546789	-0.062546789	-0.233784146	0.680318123	0.165937562	-0.097534692	-0.820987654	0.058889386	-0.462962963	-0.009113043	-0.462962963	-0.444634901	0.034132601	0.541299826	-0.37654321	-0.544891641	-0.585139319	-0.197616753	-0.286653003	0.148148148	-0.149125629	-0.308641975	0.153829154	0.456790123	-0.395926878	0.135457264	0.242491663	-0.395926878	-0.565574169	0.827160494	-0.37037037	0.052631579	0.052631579	0.052631579	-0.161490683	0.148148148	-0.259745286	-0.097534692	-0.462962963	0.059349927	0.355181056	-0.008641151	0.276018809	0.660493827	0.087510915	0.175724746	-0.068045768	0.759259259	-0.808641975	-0.382043344	-0.085161167	-0.251891963	0.021875	0.035940238	-0.153095975	0.14375	0.259913338	-0.262317177	0.178381257	0.401462664	0.237764877	-0.567901235	-0.962962963	0.333780065	-0.030383246	-0.153095975	-0.567901235	-0.962962963	-0.37037037	-0.141975309
C45	COVID_19	0.163190759	-0.116460957	-0.887362637	-0.245442036	-0.245442036	-0.227921741	-0.227921741	0.008782427	0.554179567	-0.540450102	-0.134951407	0.444444444	-0.160274874	-0.561728395	-0.245504264	-0.561728395	-0.887362637	0.002202037	0.105263158	-0.944444444	-0.238627332	-0.46130031	-0.137071651	-0.136645963	0.148148148	0.253981072	0.697530864	-0.060836713	0.12345679	0.527950311	0.134105171	0.30764079	0.527950311	-0.417556132	0.685185185	-0.524691358	0.536479216	0.536479216	0.536479216	0.027950311	0.148148148	0.027863777	-0.134951407	-0.561728395	0.168077038	0.826294233	0.205210507	-0.427407076	0.759259259	-0.083491691	0.199860613	-0.131358659	-0.518518519	-1	-0.110813397	-0.685358255	-0.385035115	0.127615965	0.107085724	-0.83951349	0.142307089	0.266918861	-0.053753745	0.107217747	0.538003126	0.36522511	-0.141975309	0.339506173	0.428719991	0.138437205	-0.83951349	-0.141975309	0.339506173	-0.524691358	-0.166666667
C46	COVID_19	0.017002268	-0.389731347	-0.543526402	-0.66873065	-0.66873065	-0.230148543	-0.230148543	0.014777363	-0.20123839	-0.345894669	-0.213292333	-0.388888889	-0.208447886	0.339506173	-0.388679906	0.339506173	-0.543526402	-0.686335404	-0.73374613	-0.222222222	-0.493022269	-0.684210526	-0.408177401	-0.92074708	0.858024691	-0.292089225	-0.820987654	-0.216827859	-0.728395062	-0.366032191	-0.116129977	0.085140526	-0.366032191	-0.707805059	-0.697530864	-0.401234568	0.618102775	0.618102775	0.618102775	-0.418299092	0.858024691	-0.959752322	-0.213292333	0.339506173	-0.106276232	-0.098910702	0.04472949	-0.309513819	0.203703704	-0.163007228	0.159992908	-0.377004257	-0.067901235	-0.166666667	0.684046454	-0.571456386	-0.033419683	-0.334010897	-0.046555229	-0.706720846	-0.024523776	-0.248831979	-0.26006192	-0.588167915	-0.249756032	-0.152521046	-0.981481481	-0.043209877	0.19061865	-0.054126612	-0.706720846	-0.981481481	-0.043209877	-0.401234568	-0.567901235
C47	COVID_19	0.182834652	-0.077709014	-0.035992697	0.39511187	0.39511187	0.076558507	0.076558507	-0.144234801	0.585139319	-0.221183801	0.214263703	0.598765432	0.130006966	-0.635802469	0.406555742	-0.635802469	-0.035992697	0.097353082	0.040247678	-0.919753086	-0.886440006	-0.402285932	0.336821552	0.50398754	-0.296296296	0.103189169	0.061728395	-0.19881896	0.586419753	0.037267081	0.158361547	0.386170268	0.037267081	-0.180814355	0.549382716	-0.438271605	0.506258931	0.506258931	0.506258931	0.445786259	-0.296296296	0.694119992	0.214263703	-0.635802469	0.223205919	0.804835894	-0.094954252	-0.081504702	0.907407407	0.042846109	0.208569585	-0.180992313	0.086419753	-0.617283951	-0.11822947	-0.552024922	-0.435334728	0.06875	0.142903353	-0.319983594	0.207733586	0.277486234	0.023225208	0.130023302	0.452648847	0.100628931	0.049382716	-0.179012346	0.399834893	0.101193758	-0.319983594	0.049382716	-0.179012346	-0.438271605	-0.49382716
C48	COVID_19	-0.046475521	0.264740143	0.043343653	0.746130031	0.746130031	0.009987633	0.009987633	0.35770122	-0.433436533	-0.098634143	0.180702949	-0.598765432	0.260474743	0.024691358	-0.006131345	0.024691358	0.043343653	0.329620904	-0.820433437	-0.950617284	-0.061226135	0.708978328	0.75631799	0.910787112	-0.37037037	0.234805885	-0.617283951	0.370631188	-0.358024691	0.540187988	0.082443648	0.377369717	0.540187988	0.68059039	-0.641975309	0.537037037	0.436532508	0.436532508	0.436532508	0.777756477	-0.37037037	0.941176471	0.180702949	0.024691358	-0.122722063	0.651148694	-0.003699377	-0.475178198	-0.401234568	-0.157012737	0.343066725	-0.474172277	-0.518518519	0.444444444	0.839009288	-0.52726756	-0.138514013	-0.435324787	0.077905857	0.055727554	-0.041746795	-0.043281355	-0.077399381	-0.088697228	-0.014263162	-0.09946768	0.925925926	0.919753086	0.080179581	0.129102649	0.055727554	0.925925926	0.919753086	0.537037037	-0.49382716
C49	COVID_19	-0.113317089	-0.236392729	-0.305356621	-0.313066674	-0.313066674	-0.248828891	-0.248828891	0.225347643	-0.678018576	0.342207416	-0.1825866	-0.697530864	-0.061146569	0.333333333	-0.298043611	0.333333333	-0.305356621	-0.549250848	-0.729065658	-0.216049383	0.17162584	-0.321467742	0.611113284	0.642193097	0.043209877	-0.053120885	-0.666666667	-0.09201161	-0.956790123	0.197739538	-0.348953915	-0.23740933	0.197739538	-0.479372344	-0.790123457	-0.820987654	-0.894736842	-0.894736842	-0.894736842	0.650550075	0.043209877	0.684210526	-0.1825866	0.333333333	-0.187946699	0.001932803	0.239128832	0.211361627	-0.530864198	0.087178969	0.394651615	-0.354541552	-0.296296296	0.679012346	0.797602831	0.01786696	-0.109759968	-0.195004765	-0.091122888	-0.1206792	-0.40632373	-0.507172146	-0.157181378	-0.447265829	-0.372103065	-0.404012439	0.802469136	0.962962963	-0.34924383	-0.008594542	-0.1206792	0.802469136	0.962962963	-0.820987654	-0.166666667
C5	COVID_19	-0.071563372	0.014857143	-0.485544998	-0.123839009	-0.123839009	-0.282528004	-0.282528004	-0.231878457	0.601763834	0.248824214	-0.342678944	-0.512345679	-0.281021093	-0.49382716	-0.262357181	-0.49382716	-0.485544998	0.598569174	0.743034056	0.882716049	-0.890724711	0.077399381	-0.133537024	-0.372670807	0.339506173	-0.058245823	0.00617284	-0.333352003	-0.197530864	-0.117264196	-0.061993266	0.047113121	-0.117264196	0.071428571	0.771604938	0.086419753	0.857962922	0.857962922	0.857962922	-0.021554822	0.339506173	-0.352941176	-0.342678944	-0.49382716	0.119460698	0.096875	0.230050076	0.30118919	0.351851852	-0.002202285	0.221167507	-0.135963272	-0.358024691	-0.703703704	0.107358733	-0.427409749	0.07054756	0.185330502	0.067162284	-0.787301508	0.21172046	0.013461467	-0.360323887	-0.077759778	0.464465409	0.141509434	-0.37037037	-0.944444444	0.165738775	-0.021211885	-0.787301508	-0.37037037	-0.944444444	0.086419753	-0.043209877
C50	COVID_19	-0.180708729	-0.100167084	-0.706622032	0.953354626	0.953354626	-0.424418131	-0.424418131	-0.51267698	-0.40247678	-0.217119122	0.264142251	-0.648148148	0.370260456	0.512345679	-0.60746278	0.512345679	-0.706622032	0.362761411	-0.670817669	-0.401234568	0.365325077	0.990853659	0.707165109	0.808414574	0.555555556	-0.197397583	0.296296296	-0.028269999	-0.950617284	-0.15863108	-0.122434906	0.081054013	-0.15863108	0.747126437	-0.672839506	-0.012345679	-0.784127173	-0.784127173	-0.784127173	0.779503106	0.555555556	0.981424149	0.264142251	0.512345679	-0.228681991	0.182526751	0.199259992	-0.282339111	-0.592592593	-0.073915548	0.406200137	-0.309501273	-0.12962963	0.302469136	0.749226006	-0.168224299	-0.476043724	0.279937699	-0.082522046	-0.55856998	0.655033996	-0.341370224	-0.421052632	-0.278863829	-0.244448237	0.281687815	0.99382716	-0.814814815	-0.31148397	0.064809211	-0.55856998	0.99382716	-0.814814815	-0.012345679	-0.919753086
C51	COVID_19	0.055048893	0.073996265	0.695348781	-0.06501548	-0.06501548	0.641349258	0.641349258	0.155183092	0.256965944	0.184384271	-0.207822634	0.919753086	-0.544320292	0.339506173	0.80559908	0.339506173	0.695348781	-0.204385343	0.012383901	0.641975309	0.28991406	-0.015479876	-0.569107376	-0.155279503	-0.950617284	0.287928733	0.537037037	0.558852528	0.74691358	0.410858063	0.331026796	0.493630573	0.410858063	0.037267081	-0.382716049	0.024691358	-0.915610025	-0.915610025	-0.915610025	-0.596626348	-0.950617284	-0.263157895	-0.207822634	0.339506173	0.140722307	0.1125	0.466899135	0.153204053	0.907407407	0.137146622	-0.047265669	0.113192094	0.858024691	0.037037037	-0.655263158	0.662056655	0.233394757	0.32380301	0.236177882	0.584061065	-0.360869089	0.318343195	0.414860681	0.349956635	-0.118107705	0.00875135	-0.37037037	0.864197531	0.210887757	0.102952644	0.584061065	-0.37037037	0.864197531	0.024691358	0.882716049
C52	COVID_19	-0.142122814	-0.391834003	0.030959752	-0.578947368	-0.578947368	-0.492434357	-0.492434357	-0.541418498	0.080495356	0.101979466	-0.345621715	0.456790123	-0.413932833	-0.722222222	-0.227626079	-0.722222222	0.030959752	-0.391130782	0.012383901	-0.00617284	-0.486068111	-0.609907121	-0.534146764	-0.555900621	0.030864198	-0.105186277	-0.296296296	-0.457641292	-0.012345679	0.682362633	-0.395692092	-0.546212983	0.682362633	-0.465838509	0.333333333	-0.709876543	-0.203044376	-0.203044376	-0.203044376	-0.522822279	0.030864198	-0.554179567	-0.345621715	-0.722222222	-0.328970665	-0.48125	-0.59578523	0.008927355	-0.407407407	-0.361911451	-0.413896892	-0.399796937	-0.62345679	0.074074074	-0.116376599	-0.673623482	-0.530787028	0.57625747	0.045275905	-0.594907121	-0.107471026	-0.467128427	-0.024767802	-0.501024425	-0.155409975	-0.313669878	-0.660493827	0.185185185	-0.449320154	0.22052013	-0.594907121	-0.660493827	0.185185185	-0.709876543	-0.839506173
C53	COVID_19	-0.07125939	-0.131285388	0.499125387	-0.352941176	-0.352941176	0.256360794	0.256360794	-0.494688901	0.495356037	0.094299232	0.119327304	0.691358025	-0.040592679	-0.283950617	0.397212222	-0.283950617	0.499125387	0.086956522	0.811145511	0.290123457	-0.643962848	-0.058823529	0.590909091	-0.260869565	1	-0.198366248	-0.456790123	-0.325856944	0.827160494	0.215780998	-0.09476305	-0.156520952	0.215780998	0.325323287	0.512345679	-0.339506173	0.106833744	0.106833744	0.106833744	0.66191446	1	-0.26006192	0.119327304	-0.283950617	0.015363845	-0.157177419	-0.510130775	0.35825108	-0.222222222	-0.085191721	-0.037541108	-0.3996273	0.401234568	-0.407407407	-0.003095975	0.017398077	0.20657641	0.47212727	0.038256437	-0.016667999	0.027372344	0.203283896	0.241981908	0.267167922	0.212126774	0.209411558	-0.154320988	-0.765432099	0.027414135	-0.055295882	-0.016667999	-0.154320988	-0.765432099	-0.339506173	0.432098765
